test_loss,fid,is_mean,is_std,model
247.37306032714844,105.75854972354725,2.2623324394226074,0.040613919496536255,Model A (Baseline VAE)
253.97525234375,122.20515480990635,2.2542974948883057,0.0347244068980217,Model B (Baseline + Paired)
249.41951794433595,111.19275316414718,2.331418991088867,0.06015279144048691,Model C (Chebyshev VAE)
255.57758310546876,130.8841278962223,2.236010789871216,0.02417444810271263,Model D (Chebyshev + Paired)
246.4619849609375,103.83632597646293,2.7606709003448486,0.07122085243463516,Model E (Conv Chebyshev VAE)
